0.5 uM treated 50 min 1,"[0.06780977099781767, 0.05812418595359384, 0.07035668238414539]"
0.5 uM treated 50 min 2,"[0.017204021463700533, 0.012509471083044304, 0.011023097523862302]"
0.5 um treated 50 min 3,"[0.026341169085616605, 0.030368571449864844, 0.019474133108483067]"
0.5 uM untreated 50 min 1,"[0.003439937275437894, 0.003776377170023619, 0.0029076634499311305]"
0.5 uM untreated 50 min 2,"[0.03261800457573899, 0.020315613349793486, 0.025942056472341445]"
1 uM treated 50 min 1,"[0.037765100649674505, 0.02466535000661901, 0.04170379308057677]"
1 uM treated 50 min 2,"[0.1829485584626377, 0.0933032385707161, 0.19267257389560521]"
1 uM treated 50 min 3,"[0.0955376963954339, 0.022793372814276704, 0.08960276792253735]"
1 uM untreated 50 min 1,"[0.028720437797034357, 0.01670327794163995, 0.019454002458018108]"
1 uM untreated 50 min 2,"[0.014480624590428523, 0.01371270075180939, 0.010512913283457085]"
1.5 uM treated 50 min 1,"[0.10151911308787351, 0.059617447496869855, 0.061353661505230375]"
1.5 uM treated 50 min 2,"[0.1272081773702286, 0.0975296979831242, 0.07696683511506203]"
1.5 uM treated 50 min 3,"[0.24874771725071362, 0.126035777215678, 0.41557426657600494]"
1.5 uM untreated 50 min 1,"[0.09452965402737867, 0.04731220381434739, 0.07138162090311197]"
1.5 uM untreated 50 min 2,"[0.07953412794581195, 0.025865855296532052, 0.06749249768755547]"
2 uM treated 50 min 1,"[0.3250808240901393, 0.12093817641776772, 0.2906009589513972]"
2 uM treated 50 min 2,"[0.07415924330813162, 0.03754451540369349, 0.10591869611585976]"
2 uM treated 50 min 3,"[0.0958699487729353, 0.052594285972186704, 0.09897625941508609]"
2 uM untreated 50 min 1,"[0.17078901240101355, 0.08428219628223617, 0.15452746624773867]"
2 uM untreated 50 min 2,"[0.09568056779208284, 0.04536840431896238, 0.08428664867758041]"
2.5 uM treated 50 min 1,"[0.0779685159941503, 0.033012851271875865, 0.10106462562204688]"
2.5 uM treated 50 min 2,"[0.1476332172861779, 0.047590942874451675, 0.12000255945326094]"
2.5 uM treated 50 min 3,"[0.10061477181081366, 0.06083485799707375, 0.15198672081299042]"
2.5 uM untreated 50 min 1,"[0.16419973570485266, 0.15257348009919994, 0.10490635836667177]"
2.5 uM untreated 50 min 2,"[0.05531089980059264, 0.018070962766309318, 0.045071106450499325]"
3 uM treated 50 min 1,"[0.3041905776551247, 0.1832415948470786, 0.31214635375877486]"
3 uM treated 50 min 2,"[0.10332765706643199, 0.04693828549678272, 0.09952831505903739]"
3 uM treated 50 min 3,"[0.11469312616880407, 0.0335008721214841, 0.09518511395901033]"
3 uM untreated 50 min 1,"[0.35459835783239535, 0.12638756314587166, 0.34157057900180615]"
3 uM untreated 50 min 2,"[0.07522468097084929, 0.02065149656283765, 0.07009717737913455]"
0.5 uM treated 30 min 1,"[0.12781364398914988, 0.21929555760314937, 0.18539304845219218]"
0.5 uM treated 30 min 2,"[0.0980833460961078, 0.05258037169015319, 0.09584852822487704]"
0.5 uM treated 30 min 3,"[0.02061659201871497, 0.010699637246580324, 0.009072757100406902]"
0.5 uM untreated 30 min 1,"[0.0023357691283541035, 0.001584790371314957, 0.000762623249942788]"
0.5 uM untreated 30 min 2,"[0.003927335696695377, 0.001770335232942751, 0.002109828036755536]"
1 uM treated 30 min 1,"[0.07270481389487513, 0.09279326943141589, 0.03412893822293296]"
1 uM treated 30 min 2,"[0.11001878245621767, 0.04471949272309463, 0.09711307854465705]"
1 uM treated 30 min 3,"[0.06835244774698547, 0.027927470732124333, 0.06842596140229106]"
1 uM untreated 30 min 1,"[0.04184740019169405, 0.019965693322497684, 0.02829724877280324]"
1 uM untreated 30 min 2,"[0.008873395521286584, 0.008571719675855896, 0.004553711126255941]"
1.5 uM treated 30 min 1,"[0.03228049008549019, 0.03134465864753927, 0.014945521528474354]"
1.5 uM treated 30 min 2,"[0.07447649967969745, 0.054438690712847036, 0.05298294748469645]"
1.5 uM treated 30 min 3,"[0.1602770354619771, 0.05764073314082668, 0.2544665273977113]"
1.5 uM untreated 30 min 1,"[0.05099609599955254, 0.020550209652253855, 0.03426932657579988]"
